ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
AFG,Afghanistan,rural,Sanitation,2019,21.94632,6168376.16787,Safely managed service
AFG,Afghanistan,urban,Sanitation,2019,21.58283,2104210.00844,Safely managed service
AFG,Afghanistan,total,Drinking water,2019,26.72185,10115857.62016,Safely managed service
AFG,Afghanistan,rural,Drinking water,2019,24.12324,6780235.70986,Safely managed service
AFG,Afghanistan,urban,Drinking water,2019,34.21338,3335621.90346,Safely managed service
AFG,Afghanistan,total,Sanitation,2019,26.96903,10209426.83828,Unimproved
AFG,Afghanistan,rural,Sanitation,2019,31.20572,8770885.46479,Unimproved
AFG,Afghanistan,urban,Sanitation,2019,14.75508,1438541.41228,Unimproved
AFG,Afghanistan,total,Drinking water,2019,15.83581,5994822.59815,Unimproved
AFG,Afghanistan,rural,Drinking water,2019,19.61893,5514224.33387,Unimproved
AFG,Afghanistan,urban,Drinking water,2019,4.92948,480598.31669,Unimproved
AFG,Afghanistan,total,Hygiene,2020,47.76361,18660754.83203,Basic service
AFG,Afghanistan,rural,Hygiene,2020,42.85455,12385346.25237,Basic service
AFG,Afghanistan,urban,Hygiene,2020,61.71668,6275409.25409,Basic service
AFG,Afghanistan,total,Sanitation,2020,26.46348,10339012.93256,Basic service
AFG,Afghanistan,rural,Sanitation,2020,20.70747,5984643.79753,Basic service
AFG,Afghanistan,urban,Sanitation,2020,42.82386,4354369.49988,Basic service
AFG,Afghanistan,total,Drinking water,2020,44.62614,17434976.00701,Basic service
AFG,Afghanistan,rural,Drinking water,2020,40.05393,11575940.97933,Basic service
AFG,Afghanistan,urban,Drinking water,2020,57.62178,5859036.03054,Basic service
AFG,Afghanistan,total,Hygiene,2020,40.77057,15928644.23011,Limited service
AFG,Afghanistan,rural,Hygiene,2020,43.94728,12701153.38153,Limited service
AFG,Afghanistan,urban,Hygiene,2020,31.74137,3227491.47613,Limited service
AFG,Afghanistan,total,Sanitation,2020,12.30919,4809073.65241,Limited service
AFG,Afghanistan,rural,Sanitation,2020,8.79631,2542211.3773,Limited service
AFG,Afghanistan,urban,Sanitation,2020,22.29388,2266862.4331,Limited service
AFG,Afghanistan,total,Drinking water,2020,4.27988,1672104.4329,Limited service
AFG,Afghanistan,rural,Drinking water,2020,4.58827,1326051.59503,Limited service
AFG,Afghanistan,urban,Drinking water,2020,3.40332,346052.90357,Limited service
AFG,Afghanistan,total,Hygiene,2020,11.46582,4479580.04784,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2020,13.19817,3814388.24543,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2020,6.54195,665191.27513,No handwashing facility
AFG,Afghanistan,total,Sanitation,2020,13.13154,5130358.14087,Open defecation
AFG,Afghanistan,rural,Sanitation,2020,17.75156,5130358.36831,Open defecation
AFG,Afghanistan,urban,Sanitation,2020,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2020,9.22916,3605739.40128,Surface water
AFG,Afghanistan,rural,Drinking water,2020,12.26123,3543604.04317,Surface water
AFG,Afghanistan,urban,Drinking water,2020,0.61108,62135.51645,Surface water
AFG,Afghanistan,total,Sanitation,2020,22.4422,8767937.72955,Safely managed service
AFG,Afghanistan,rural,Sanitation,2020,22.51192,6506144.34504,Safely managed service
AFG,Afghanistan,urban,Sanitation,2020,22.24403,2261793.71812,Safely managed service
AFG,Afghanistan,total,Drinking water,2020,27.55593,10765822.08575,Safely managed service
AFG,Afghanistan,rural,Drinking water,2020,24.9727,7217333.26844,Safely managed service
AFG,Afghanistan,urban,Drinking water,2020,34.89828,3548489.20816,Safely managed service
AFG,Afghanistan,total,Sanitation,2020,25.65359,10022596.84512,Unimproved
AFG,Afghanistan,rural,Sanitation,2020,30.23274,8737530.23886,Unimproved
AFG,Afghanistan,urban,Sanitation,2020,12.63823,1285066.53491,Unimproved
AFG,Afghanistan,total,Drinking water,2020,14.30889,5590336.99702,Unimproved
AFG,Afghanistan,rural,Drinking water,2020,18.12387,5237958.28568,Unimproved
AFG,Afghanistan,urban,Drinking water,2020,3.46553,352378.46622,Unimproved
AFG,Afghanistan,total,Hygiene,2021,48.82129,19528718.94803,Basic service
AFG,Afghanistan,rural,Hygiene,2021,44.35885,13074641.05777,Basic service
AFG,Afghanistan,urban,Hygiene,2021,61.31728,6454078.27361,Basic service
AFG,Afghanistan,total,Sanitation,2021,27.26738,10907065.00885,Basic service
AFG,Afghanistan,rural,Sanitation,2021,21.25435,6264656.94481,Basic service
AFG,Afghanistan,urban,Sanitation,2021,44.10542,4642408.03437,Basic service
AFG,Afghanistan,total,Drinking water,2021,46.16385,18465728.21994,Basic service
AFG,Afghanistan,rural,Drinking water,2021,41.62994,12270302.72446,Basic service
AFG,Afghanistan,urban,Drinking water,2021,58.85994,6195425.77019,Basic service
AFG,Afghanistan,total,Hygiene,2021,42.05963,16824023.37052,Limited service
AFG,Afghanistan,rural,Hygiene,2021,45.25209,13337920.77434,Limited service
AFG,Afghanistan,urban,Hygiene,2021,33.11989,3486102.98954,Limited service
AFG,Afghanistan,total,Sanitation,2021,12.74977,5099960.98049,Limited service
AFG,Afghanistan,rural,Sanitation,2021,9.26081,2729597.14781,Limited service
AFG,Afghanistan,urban,Sanitation,2021,22.51976,2370363.91196,Limited service
AFG,Afghanistan,total,Drinking water,2021,4.22345,1689397.50952,Limited service
AFG,Afghanistan,rural,Drinking water,2021,4.53079,1335437.93009,Limited service
AFG,Afghanistan,urban,Drinking water,2021,3.36281,353959.61881,Limited service
AFG,Afghanistan,total,Hygiene,2021,9.11908,3647669.78802,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2021,10.38905,3062142.15957,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2021,5.56283,585526.73741,No handwashing facility
AFG,Afghanistan,total,Sanitation,2021,12.63972,5055938.76481,Open defecation
AFG,Afghanistan,rural,Sanitation,2021,17.15348,5055938.9149,Open defecation
AFG,Afghanistan,urban,Sanitation,2021,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2021,8.44222,3376924.58432,Surface water
AFG,Afghanistan,rural,Drinking water,2021,11.38829,3356663.53711,Surface water
AFG,Afghanistan,urban,Drinking water,2021,0.19249,20261.14684,Surface water
AFG,Afghanistan,total,Sanitation,2021,23.02926,9211798.62312,Safely managed service
AFG,Afghanistan,rural,Sanitation,2021,23.0716,6800284.63913,Safely managed service
AFG,Afghanistan,urban,Sanitation,2021,22.91071,2411514.18408,Safely managed service
AFG,Afghanistan,total,Drinking water,2021,28.39068,11356389.0437,Safely managed service
AFG,Afghanistan,rural,Drinking water,2021,25.82217,7611008.08737,Safely managed service
AFG,Afghanistan,urban,Drinking water,2021,35.58318,3745381.17949,Safely managed service
AFG,Afghanistan,total,Sanitation,2021,24.31387,9725648.90215,Unimproved
AFG,Afghanistan,rural,Sanitation,2021,29.25976,8624226.32666,Unimproved
AFG,Afghanistan,urban,Sanitation,2021,10.46411,1101421.96351,Unimproved
AFG,Afghanistan,total,Drinking water,2021,12.7798,5111972.34307,Unimproved
AFG,Afghanistan,rural,Drinking water,2021,16.62881,4901291.1872,Unimproved
AFG,Afghanistan,urban,Drinking water,2021,2.00158,210680.43403,Unimproved
AFG,Afghanistan,total,Hygiene,2022,49.87012,20236718.19423,Basic service
AFG,Afghanistan,rural,Hygiene,2022,45.86316,13657303.14777,Basic service
AFG,Afghanistan,urban,Hygiene,2022,60.91788,6579414.70451,Basic service
AFG,Afghanistan,total,Sanitation,2022,28.0774,11393483.86792,Basic service
AFG,Afghanistan,rural,Sanitation,2022,21.79549,6490343.6101,Basic service
AFG,Afghanistan,urban,Sanitation,2022,45.39749,4903140.17548,Basic service
AFG,Afghanistan,total,Drinking water,2022,47.71339,19361539.73515,Basic service
AFG,Afghanistan,rural,Drinking water,2022,43.22001,12870217.87857,Basic service
AFG,Afghanistan,urban,Drinking water,2022,60.10223,6491320.32315,Basic service
AFG,Afghanistan,total,Hygiene,2022,43.34742,17589881.45056,Limited service
AFG,Afghanistan,rural,Hygiene,2022,46.55691,13863891.9609,Limited service
AFG,Afghanistan,urban,Hygiene,2022,34.49841,3725989.09982,Limited service
AFG,Afghanistan,total,Sanitation,2022,13.19511,5354421.84908,Limited service
AFG,Afghanistan,rural,Sanitation,2022,9.73697,2899512.99679,Limited service
AFG,Afghanistan,urban,Sanitation,2022,22.72966,2454908.79501,Limited service
AFG,Afghanistan,total,Drinking water,2022,4.15555,1686273.90411,Limited service
AFG,Afghanistan,rural,Drinking water,2022,4.45926,1327896.24066,Limited service
AFG,Afghanistan,urban,Drinking water,2022,3.31817,358377.62614,Limited service
AFG,Afghanistan,total,Hygiene,2022,6.78246,2752242.26547,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2022,7.57993,2257180.85688,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2022,4.5837,495061.19115,No handwashing facility
AFG,Afghanistan,total,Sanitation,2022,12.14902,4929932.47532,Open defecation
AFG,Afghanistan,rural,Sanitation,2022,16.55541,4929932.31753,Open defecation
AFG,Afghanistan,urban,Sanitation,2022,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2022,7.71658,3131298.38933,Surface water
AFG,Afghanistan,rural,Drinking water,2022,10.51534,3131298.2891,Surface water
AFG,Afghanistan,urban,Drinking water,2022,0,0,Surface water
AFG,Afghanistan,total,Sanitation,2022,23.61404,9582303.45892,Safely managed service
AFG,Afghanistan,rural,Sanitation,2022,23.62535,7035245.82291,Safely managed service
AFG,Afghanistan,urban,Sanitation,2022,23.58285,2547057.44768,Safely managed service
AFG,Afghanistan,total,Drinking water,2022,29.22582,11859500.40341,Safely managed service
AFG,Afghanistan,rural,Drinking water,2022,26.67164,7942379.82215,Safely managed service
AFG,Afghanistan,urban,Drinking water,2022,36.26807,3917120.38372,Safely managed service
AFG,Afghanistan,total,Sanitation,2022,22.96443,9318700.00363,Unimproved
AFG,Afghanistan,rural,Sanitation,2022,28.28677,8423341.12104,Unimproved
AFG,Afghanistan,urban,Sanitation,2022,8.29,895358.42281,Unimproved
AFG,Afghanistan,total,Drinking water,2022,11.18866,4540230.23284,Unimproved
AFG,Afghanistan,rural,Drinking water,2022,15.13374,4506583.38947,Unimproved
AFG,Afghanistan,urban,Drinking water,2022,0.31153,33646.49649,Unimproved
AFG,Afghanistan,total,Hygiene,2023,50.90942,21104379.84237,Basic service
AFG,Afghanistan,rural,Hygiene,2023,47.36746,14347484.68308,Basic service
AFG,Afghanistan,urban,Hygiene,2023,60.51848,6756895.31531,Basic service
AFG,Afghanistan,total,Sanitation,2023,28.89425,11978041.05942,Basic service
AFG,Afghanistan,rural,Sanitation,2023,22.3309,6763973.26325,Basic service
AFG,Afghanistan,urban,Sanitation,2023,46.70007,5214067.88859,Basic service
AFG,Afghanistan,total,Drinking water,2023,49.01912,20320757.15328,Basic service
AFG,Afghanistan,rural,Drinking water,2023,44.82413,13577117.2232,Basic service
AFG,Afghanistan,urban,Drinking water,2023,60.39976,6743639.98195,Basic service
AFG,Afghanistan,total,Hygiene,2023,44.63386,18502861.47645,Limited service
AFG,Afghanistan,rural,Hygiene,2023,47.86173,14497197.63939,Limited service
AFG,Afghanistan,urban,Hygiene,2023,35.87694,4005663.92956,Limited service
AFG,Afghanistan,total,Sanitation,2023,13.64496,5656485.63269,Limited service
AFG,Afghanistan,rural,Sanitation,2023,10.2248,3097064.93792,Limited service
AFG,Afghanistan,urban,Sanitation,2023,22.92358,2559420.75387,Limited service
AFG,Afghanistan,total,Drinking water,2023,4.06265,1684160.12892,Limited service
AFG,Afghanistan,rural,Drinking water,2023,4.37368,1324777.69649,Limited service
AFG,Afghanistan,urban,Drinking water,2023,3.21883,359382.44072,Limited service
AFG,Afghanistan,total,Hygiene,2023,4.45671,1847519.60768,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2023,4.77081,1445067.61598,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2023,3.60458,402451.74519,No handwashing facility
AFG,Afghanistan,total,Sanitation,2023,11.65955,4833437.05459,Open defecation
AFG,Afghanistan,rural,Sanitation,2023,15.95734,4833437.05459,Open defecation
AFG,Afghanistan,urban,Sanitation,2023,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2023,7.04541,2920658.73026,Surface water
AFG,Afghanistan,rural,Drinking water,2023,9.6424,2920658.73026,Surface water
AFG,Afghanistan,urban,Drinking water,2023,0,0,Surface water
AFG,Afghanistan,total,Sanitation,2023,24.19669,10030679.6416,Safely managed service
AFG,Afghanistan,rural,Sanitation,2023,24.17318,7321996.72148,Safely managed service
AFG,Afghanistan,urban,Sanitation,2023,24.26046,2708682.98266,Safely managed service
AFG,Afghanistan,total,Drinking water,2023,29.90745,12398060.94609,Safely managed service
AFG,Afghanistan,rural,Drinking water,2023,27.5211,8336072.61143,Safely managed service
AFG,Afghanistan,urban,Drinking water,2023,36.38141,4061988.42846,Safely managed service
AFG,Afghanistan,total,Sanitation,2023,21.60456,8956117.29156,Unimproved
AFG,Afghanistan,rural,Sanitation,2023,27.31379,8273277.83646,Unimproved
AFG,Afghanistan,urban,Sanitation,2023,6.11588,682839.21306,Unimproved
AFG,Afghanistan,total,Drinking water,2023,9.96538,4131123.50673,Unimproved
AFG,Afghanistan,rural,Drinking water,2023,13.63868,4131123.24891,Unimproved
AFG,Afghanistan,urban,Drinking water,2023,0,0,Unimproved
AFG,Afghanistan,total,Hygiene,2024,51.93834,22150400.17075,Basic service
AFG,Afghanistan,rural,Hygiene,2024,48.87176,15159850.89316,Basic service
AFG,Afghanistan,urban,Hygiene,2024,60.11908,6990550.16687,Basic service
AFG,Afghanistan,total,Sanitation,2024,29.71842,12674161.6177,Basic service
AFG,Afghanistan,rural,Sanitation,2024,22.86057,7091269.40631,Basic service
AFG,Afghanistan,urban,Sanitation,2024,48.01316,5582892.58209,Basic service
AFG,Afghanistan,total,Drinking water,2024,50.27771,21442183.96025,Basic service
AFG,Afghanistan,rural,Drinking water,2024,46.4423,14406241.60837,Basic service
AFG,Afghanistan,urban,Drinking water,2024,60.50947,7035943.9715,Basic service
AFG,Afghanistan,total,Hygiene,2024,45.91899,19583295.96204,Limited service
AFG,Afghanistan,rural,Hygiene,2024,49.16654,15251291.95488,Limited service
AFG,Afghanistan,urban,Hygiene,2024,37.25546,4332004.87096,Limited service
AFG,Afghanistan,total,Sanitation,2024,14.09893,6012841.94951,Limited service
AFG,Afghanistan,rural,Sanitation,2024,10.72427,3326632.68591,Limited service
AFG,Afghanistan,urban,Sanitation,2024,23.10154,2686209.47191,Limited service
AFG,Afghanistan,total,Drinking water,2024,3.95643,1687319.34275,Limited service
AFG,Afghanistan,rural,Drinking water,2024,4.27405,1325796.28566,Limited service
AFG,Afghanistan,urban,Drinking water,2024,3.10912,361523.132,Limited service
AFG,Afghanistan,total,Hygiene,2024,2.14267,913795.89619,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2024,1.9617,608511.13575,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2024,2.62546,305283.97405,No handwashing facility
AFG,Afghanistan,total,Sanitation,2024,11.17156,4764389.33324,Open defecation
AFG,Afghanistan,rural,Sanitation,2024,15.35926,4764389.58763,Open defecation
AFG,Afghanistan,urban,Sanitation,2024,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2024,6.37846,2720254.91115,Surface water
AFG,Afghanistan,rural,Drinking water,2024,8.76946,2720255.05639,Surface water
AFG,Afghanistan,urban,Drinking water,2024,0,0,Surface water
AFG,Afghanistan,total,Sanitation,2024,24.77738,10566930.05103,Safely managed service
AFG,Afghanistan,rural,Sanitation,2024,24.71509,7666536.19891,Safely managed service
AFG,Afghanistan,urban,Sanitation,2024,24.94354,2900394.2946,Safely managed service
AFG,Afghanistan,total,Drinking water,2024,30.55472,13030822.75326,Safely managed service
AFG,Afghanistan,rural,Drinking water,2024,28.37057,8800451.49073,Safely managed service
AFG,Afghanistan,urban,Drinking water,2024,36.38141,4230371.78073,Safely managed service
AFG,Afghanistan,total,Sanitation,2024,20.23371,8629169.04289,Unimproved
AFG,Afghanistan,rural,Sanitation,2024,26.3408,8170825.9322,Unimproved
AFG,Afghanistan,urban,Sanitation,2024,3.94177,458342.76313,Unimproved
AFG,Afghanistan,total,Drinking water,2024,8.83267,3766910.45147,Unimproved
AFG,Afghanistan,rural,Drinking water,2024,12.14362,3766909.86354,Unimproved
AFG,Afghanistan,urban,Drinking water,2024,0,0,Unimproved
AGO,Angola,total,Sanitation,2019,49.54702,16041162.06946,At least basic
AGO,Angola,rural,Sanitation,2019,23.54509,2578283.9379,At least basic
AGO,Angola,urban,Sanitation,2019,62.83659,13462878.90968,At least basic
AGO,Angola,total,Drinking water,2019,64.15991,20772176.68897,At least basic
AGO,Angola,rural,Drinking water,2019,33.0027,3613930.67598,At least basic
AGO,Angola,urban,Drinking water,2019,80.08434,17158247.00001,At least basic
AGO,Angola,total,Hygiene,2019,36.1386,11700101.0178,Basic service
AGO,Angola,rural,Hygiene,2019,19.14381,2096325.99913,Basic service
AGO,Angola,urban,Hygiene,2019,44.82463,9603775.57008,Basic service
AGO,Angola,total,Hygiene,2019,5.87026,1900534.78634,Limited service
AGO,Angola,rural,Hygiene,2019,7.82083,856412.9416,Limited service
AGO,Angola,urban,Hygiene,2019,4.87333,1044121.89572,Limited service
AGO,Angola,total,Sanitation,2019,20.16989,6530130.79093,Limited service
AGO,Angola,rural,Sanitation,2019,6.03989,661392.19286,Limited service
AGO,Angola,urban,Sanitation,2019,27.39173,5868738.94386,Limited service
AGO,Angola,total,Drinking water,2019,10.63908,3444469.72014,Limited service
AGO,Angola,rural,Drinking water,2019,11.82032,1294373.89257,Limited service
AGO,Angola,urban,Drinking water,2019,10.03535,2150095.93925,Limited service
AGO,Angola,total,Hygiene,2019,57.99113,18774996.34482,No handwashing facility
AGO,Angola,rural,Hygiene,2019,73.03535,7997670.77522,No handwashing facility
AGO,Angola,urban,Hygiene,2019,50.30204,10777324.57928,No handwashing facility
AGO,Angola,total,Sanitation,2019,26.83451,8687842.12096,Open defecation
AGO,Angola,rural,Sanitation,2019,65.51599,7174269.91704,Open defecation
AGO,Angola,urban,Sanitation,2019,7.06444,1513572.19317,Open defecation
AGO,Angola,total,Drinking water,2019,12.18242,3944134.95337,Surface water
AGO,Angola,rural,Drinking water,2019,31.237,3420579.32125,Surface water
AGO,Angola,urban,Drinking water,2019,2.44364,523555.61501,Surface water
AGO,Angola,total,Sanitation,2019,3.44857,1116497.01865,Unimproved
AGO,Angola,rural,Sanitation,2019,4.89903,536463.9522,Unimproved
AGO,Angola,urban,Sanitation,2019,2.70724,580031.95329,Unimproved
AGO,Angola,total,Drinking water,2019,13.01859,4214850.63752,Unimproved
AGO,Angola,rural,Drinking water,2019,23.93998,2621526.11021,Unimproved
AGO,Angola,urban,Drinking water,2019,7.43667,1593323.44573,Unimproved
AGO,Angola,total,Sanitation,2020,49.80164,16659211.55063,At least basic
AGO,Angola,rural,Sanitation,2020,23.54509,2612895.69175,At least basic
AGO,Angola,urban,Sanitation,2020,62.83659,14046315.39132,At least basic
AGO,Angola,total,Drinking water,2020,64.94403,21724513.38328,At least basic
AGO,Angola,rural,Drinking water,2020,33.78487,3749246.34199,At least basic
AGO,Angola,urban,Drinking water,2020,80.41286,17975266.43893,At least basic
AGO,Angola,total,Hygiene,2020,36.30502,12144439.44639,Basic service
AGO,Angola,rural,Hygiene,2020,19.14381,2124467.78693,Basic service
AGO,Angola,urban,Hygiene,2020,44.82463,10019971.32335,Basic service
AGO,Angola,total,Hygiene,2020,5.85116,1957280.43351,Limited service
AGO,Angola,rural,Hygiene,2020,7.82083,867909.71799,Limited service
AGO,Angola,urban,Hygiene,2020,4.87333,1089370.6727,Limited service
AGO,Angola,total,Sanitation,2020,20.30826,6793341.7524,Limited service
AGO,Angola,rural,Sanitation,2020,6.03989,670270.94491,Limited service
AGO,Angola,urban,Sanitation,2020,27.39173,6123070.60829,Limited service
AGO,Angola,total,Drinking water,2020,10.74796,3595315.4082,Limited service
AGO,Angola,rural,Drinking water,2020,12.10047,1342838.86908,Limited service
AGO,Angola,urban,Drinking water,2020,10.07652,2252476.45504,Limited service
AGO,Angola,total,Hygiene,2020,57.84382,19349412.13532,No handwashing facility
AGO,Angola,rural,Hygiene,2020,73.03535,8105034.20721,No handwashing facility
AGO,Angola,urban,Hygiene,2020,50.30204,11244378.05099,No handwashing facility
AGO,Angola,total,Sanitation,2020,26.45574,8849745.247,Open defecation
AGO,Angola,rural,Sanitation,2020,65.51599,7270579.73798,Open defecation
AGO,Angola,urban,Sanitation,2020,7.06444,1579165.38768,Open defecation
AGO,Angola,total,Drinking water,2020,11.31901,3786336.95898,Surface water
AGO,Angola,rural,Drinking water,2020,29.92018,3320365.60128,Surface water
AGO,Angola,urban,Drinking water,2020,2.08454,465971.31032,Surface water
AGO,Angola,total,Sanitation,2020,3.43436,1148833.44997,Unimproved
AGO,Angola,rural,Sanitation,2020,4.89903,543665.62537,Unimproved
AGO,Angola,urban,Sanitation,2020,2.70724,605168.61271,Unimproved
AGO,Angola,total,Drinking water,2020,12.989,4344966.24953,Unimproved
AGO,Angola,rural,Drinking water,2020,24.19448,2684961.18765,Unimproved
AGO,Angola,urban,Drinking water,2020,7.42608,1660005.7957,Unimproved
AGO,Angola,total,Sanitation,2021,50.05114,17283872.78542,At least basic
AGO,Angola,rural,Sanitation,2021,23.54509,2645726.96585,At least basic
AGO,Angola,urban,Sanitation,2021,62.83659,14638145.58464,At least basic
AGO,Angola,total,Drinking water,2021,65.71626,22693420.03842,At least basic
AGO,Angola,rural,Drinking water,2021,34.56704,3884247.6701,At least basic
AGO,Angola,urban,Drinking water,2021,80.74139,18809172.0432,At least basic
AGO,Angola,total,Hygiene,2021,36.46809,12593316.84996,Basic service
AGO,Angola,rural,Hygiene,2021,19.14381,2151161.91959,Basic service
AGO,Angola,urban,Hygiene,2021,44.82463,10442154.75013,Basic service
AGO,Angola,total,Sanitation,2021,20.44384,7059754.30046,Limited service
AGO,Angola,rural,Sanitation,2021,6.03989,678692.96083,Limited service
AGO,Angola,urban,Sanitation,2021,27.39173,6381061.25999,Limited service
AGO,Angola,total,Drinking water,2021,10.85404,3748164.31801,Limited service
AGO,Angola,rural,Drinking water,2021,12.38061,1391191.2616,Limited service
AGO,Angola,urban,Drinking water,2021,10.11768,2356972.97228,Limited service
AGO,Angola,total,Sanitation,2021,26.08458,9007637.85505,Open defecation
AGO,Angola,rural,Sanitation,2021,65.51599,7361935.23949,Open defecation
